chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
WBA,2020-12-18,41.0000,call,buy,2020-12-16T16:39:49.794872Z,debit,2.00000,limit,long_call,,0.29000000,2.00000
CHWY,2020-12-31,90.0000,put,buy,2020-12-16T16:03:28.476227Z,debit,1.00000,limit,long_put,,2.94000000,1.00000
X,2020-12-31,23.0000,call,buy,2020-12-16T15:18:31.086617Z,debit,1.00000,limit,long_call,,0.13000000,1.00000
BLNK,2020-12-18,26.5000,call,sell,2020-12-16T14:38:21.543941Z,credit,1.00000,limit,,long_call,3.90000000,1.00000
AAPL,2020-12-18,127.0000,call,sell,2020-12-16T14:34:26.245806Z,credit,1.00000,limit,,long_call,1.15000000,1.00000
AMZN,2021-01-08,3500.0000,call,sell,2020-12-16T01:37:19.620861Z,debit,1.00000,limit,long_call_spread,,0.98000000,1.00000
AMZN,2021-01-08,3490.0000,call,buy,2020-12-16T01:37:19.620861Z,debit,1.00000,limit,long_call_spread,,0.98000000,1.00000
AAPL,2020-12-18,127.0000,call,buy,2020-12-15T16:49:14.313918Z,debit,1.00000,limit,long_call,,0.92000000,1.00000
BLNK,2020-12-18,26.5000,call,buy,2020-12-15T15:22:25.186847Z,debit,1.00000,limit,long_call,,1.30000000,1.00000
SPY,2020-12-18,365.0000,put,sell,2020-12-14T18:15:14.226226Z,credit,1.00000,limit,,long_put,3.03000000,1.00000
SPY,2020-12-18,365.0000,put,buy,2020-12-14T17:39:24.444708Z,debit,1.00000,limit,long_put,,2.73000000,1.00000
AAPL,2021-01-08,121.0000,call,sell,2020-12-11T18:05:44.700461Z,credit,1.00000,limit,,long_call,4.90000000,1.00000
AAPL,2021-01-08,121.0000,call,buy,2020-12-11T16:14:58.912541Z,debit,1.00000,limit,long_call,,4.85000000,1.00000
DKNG,2020-12-11,50.0000,put,sell,2020-12-08T20:48:52.489105Z,credit,1.00000,limit,short_put,,1.05000000,1.00000
PFE,2020-12-24,42.5000,call,sell,2020-12-08T20:25:13.345112Z,credit,1.00000,limit,,long_call,2.26000000,1.00000
AMZN,2020-12-11,3220.0000,call,sell,2020-12-08T18:16:00.300693Z,credit,1.00000,limit,,long_call,10.75000000,1.00000
AMZN,2020-12-11,3220.0000,call,buy,2020-12-08T18:11:46.333209Z,debit,1.00000,limit,long_call,,10.55000000,1.00000
PFE,2020-12-24,42.5000,call,buy,2020-12-08T16:31:49.452645Z,debit,1.00000,limit,long_call,,2.06000000,1.00000
TQQQ,2020-12-04,156.0000,call,sell,2020-11-30T14:53:00.182859Z,credit,1.00000,limit,,long_call,5.40000000,1.00000
TQQQ,2020-12-04,156.0000,call,buy,2020-11-30T14:50:29.282584Z,debit,1.00000,limit,long_call,,4.90000000,1.00000
TQQQ,2020-11-20,146.5000,call,sell,2020-11-18T15:53:19.666169Z,credit,1.00000,limit,,long_call,3.15000000,1.00000
TQQQ,2020-11-20,146.5000,call,buy,2020-11-18T15:21:57.240311Z,debit,1.00000,limit,long_call,,3.10000000,1.00000
SPY,2020-03-31,254.0000,put,sell,2020-03-30T17:00:37.784262Z,credit,1.00000,limit,,long_put,1.90000000,1.00000
SPY,2020-03-31,258.0000,put,sell,2020-03-30T16:57:09.960995Z,credit,2.00000,limit,,long_put,3.02000000,2.00000
SPY,2020-03-31,258.0000,put,buy,2020-03-30T16:55:53.101057Z,debit,1.00000,limit,long_put,,3.02000000,1.00000
SPY,2020-03-31,258.0000,put,buy,2020-03-30T15:08:55.407533Z,debit,1.00000,limit,long_put,,3.94000000,1.00000
SPY,2020-03-31,254.0000,put,buy,2020-03-30T14:04:16.871369Z,debit,1.00000,limit,long_put,,3.59000000,1.00000
SPY,2020-03-31,254.0000,call,sell,2020-03-30T13:46:53.353408Z,credit,1.00000,limit,,long_call,5.05000000,1.00000
SPY,2020-03-31,254.0000,call,buy,2020-03-30T13:39:31.284356Z,debit,1.00000,limit,long_call,,5.17000000,1.00000
SPY,2020-03-27,257.0000,call,sell,2020-03-26T15:22:57.615639Z,credit,1.00000,limit,,long_call,5.53000000,1.00000
SPY,2020-03-27,257.0000,call,buy,2020-03-26T15:20:08.503021Z,debit,1.00000,limit,long_call,,5.44000000,1.00000
BAC,2020-03-27,20.0000,call,sell,2020-03-24T14:44:34.289142Z,credit,1.00000,limit,,long_call,0.80000000,1.00000
BAC,2020-03-27,20.0000,call,buy,2020-03-24T14:40:11.211423Z,debit,1.00000,limit,long_call,,0.76000000,1.00000
